system,seed,iteration,E_total,n_atoms,dE_per_atom,dZ,B_contact_frac
femgo,seed_11,66,-430.48350128285097,75,0.08567770858501414,2.3227912881002393,nan
femgo,seed_11,67,-430.42532059640865,75,0.08645345107091164,2.310516298301069,nan
femgo,seed_11,68,-430.6441672638823,75,0.08353549550459623,2.4082807596206823,nan
femgo,seed_11,69,-430.3727363513179,75,0.08715457433878858,2.473640433840485,nan
femgo,seed_11,70,-430.5423594711729,75,0.08489293274072149,3.0236448409873145,nan
femgo,seed_11,71,-430.66009770881374,75,0.0833230895721772,2.3862708216885213,nan
femgo,seed_11,72,-430.0343418527268,75,0.09166650098666954,2.277135658396574,nan
femgo,seed_11,73,-430.44772988024084,75,0.08615466061981579,2.390228902491538,nan
femgo,seed_11,74,-430.7747732301952,75,0.08179408262042444,2.3134850572784273,nan
femgo,seed_11,75,-430.64179123954796,75,0.08356717582905428,2.3580100505337853,nan
femgo,seed_11,76,-430.53273214094554,75,0.08502129714375314,2.317743346179448,nan
femgo,seed_11,77,-430.51889930875336,75,0.08520573490631553,2.3777312242817796,nan
femgo,seed_11,78,-430.86928847074904,75,0.08053387941303981,2.4278935746204677,nan
femgo,seed_11,79,-431.31252251849884,75,0.07462409210970918,2.9303975634107964,nan
femgo,seed_11,80,-430.8769218063836,75,0.08043210160457875,2.68707358458739,nan
femgo,seed_11,81,-431.06087370104166,75,0.07797940967580493,2.922398849035316,nan
femgo,seed_11,82,-430.38256340145637,75,0.0870235470036088,2.3429999547278744,nan
femgo,seed_11,83,-430.3947659773788,75,0.08686084599130936,2.3363741672502663,nan
femgo,seed_11,84,-430.8669734622028,75,0.08056474619365644,3.118812633615521,nan
femgo,seed_11,85,-430.12220407321774,75,0.09049500471345709,4.164333288981544,nan
femgo,seed_11,86,-430.187776513651,75,0.08962070550768052,2.3831024386197193,nan
femgo,seed_11,87,-431.10840564549846,75,0.07734565041638082,2.5374780071950997,nan
femgo,seed_11,88,-431.29136550846,75,0.07490618557689382,2.9590392336235194,nan
femgo,seed_11,89,-430.082456647866,75,0.09102497038481336,3.75712427689807,nan
femgo,seed_11,90,-431.4878329015287,75,0.07228662033597781,2.8804676080945146,nan
femgo,seed_11,91,-431.2509197619082,75,0.07544546219758407,2.393986702078772,nan
femgo,seed_11,92,-431.00598792127477,75,0.0787112200726968,2.850778998712917,nan
femgo,seed_11,93,-430.5419914187292,75,0.08489784010663773,2.483348515785428,nan
femgo,seed_11,94,-431.4781225864953,75,0.07241609120308946,2.906100558959892,nan
femgo,seed_11,95,-430.22965976148663,75,0.08906226220320529,2.7998552611606122,nan
femgo,seed_11,96,-431.5567038861541,75,0.07136834054097259,2.8832258946804465,nan
femgo,seed_11,97,-431.31295794109366,75,0.0746182864751116,2.6288947258457274,nan
femgo,seed_11,98,-431.5188263389185,75,0.07187337450411406,2.9115371219088555,nan
femgo,seed_11,99,-431.775531417996,75,0.06845064011641398,3.486254328641044,nan
femgo,seed_11,100,-431.6116283938662,75,0.07063601377147734,2.5663864486211168,nan
femgo,seed_12,10,-417.0845344084007,75,0.26433060024435084,0.00982319682891486,nan
femgo,seed_12,11,-417.0284458144263,75,0.26507844816401,0.002593540196905053,nan
femgo,seed_12,15,-403.6707544593103,75,0.4431809995655567,0.2324628277804326,nan
femgo,seed_12,16,-411.5851414201879,75,0.33765584008718863,0.5515931639320382,nan
femgo,seed_12,17,-416.5898533134084,75,0.27092634817758154,0.15401506931662112,nan
femgo,seed_12,18,-416.4187153752305,75,0.27320818735328734,0.03828981182338431,nan
femgo,seed_12,19,-415.83608331233773,75,0.2809766148585239,2.4148521599140764,nan
femgo,seed_12,20,-405.82564877007337,75,0.41444907542204873,2.6318810785159528,nan
femgo,seed_12,21,-415.9308071455891,75,0.27971363041517255,0.050699408068062723,nan
femgo,seed_12,22,-417.1610089765335,75,0.26331093933591393,0.0078090708014944,nan
femgo,seed_12,23,-413.28352283287836,75,0.3150107545846489,0.6053094855170595,nan
femgo,seed_12,24,-415.36622242299575,75,0.28724142671641706,0.11075448053442649,nan
femgo,seed_12,25,-400.3949680755703,75,0.4868581513487561,1.1951795592282934,nan
femgo,seed_12,26,-413.28979186543387,75,0.31492716748390875,0.7699678731349966,nan
femgo,seed_12,27,-405.51923681835245,75,0.41853456811166095,1.3306241196669877,nan
femgo,seed_12,28,-411.7815626278087,75,0.33503689065224457,0.49857167956797177,nan
femgo,seed_12,29,-415.97327479516895,75,0.2791473950874411,2.780969593158739,nan
femgo,seed_12,30,-431.0578416454526,75,0.07801983708365924,3.98664003112685,nan
femgo,seed_12,31,-418.121103627207,75,0.2505096773269338,0.269902494302217,nan
femgo,seed_12,32,-429.1265230674291,75,0.10377075145730563,4.637023139592111,nan
femgo,seed_12,33,-419.255413407819,75,0.2353855469187738,0.7548391514356041,nan
femgo,seed_12,34,-429.8988458018356,75,0.09347311499855247,4.305133744944172,nan
femgo,seed_12,35,-430.44575027666286,75,0.08618105533418884,4.541796960295429,nan
femgo,seed_12,36,-422.19842765079306,75,0.19614535701245284,0.9907652990051314,nan
femgo,seed_12,37,-430.240726906049,75,0.08891470027570676,3.898499468133119,nan
femgo,seed_12,38,-432.95934105152185,75,0.0526665116694024,4.1615718055587525,nan
femgo,seed_12,39,-430.9750029709678,75,0.07912435274345625,4.061376892894476,nan
femgo,seed_12,40,-431.716749631481,75,0.06923439726994729,4.168524133372692,nan
femgo,seed_12,41,-431.5562173233733,75,0.0713748280447165,5.08542287020596,nan
femgo,seed_12,42,-424.1962217865874,75,0.16950810186852852,1.5241439057963309,nan
femgo,seed_12,43,-429.88747146479307,75,0.09362477282578614,3.860639821451983,nan
femgo,seed_12,44,-430.05169147797557,75,0.09143517265001946,3.633901115949996,nan
femgo,seed_12,45,-431.4123903282794,75,0.07329252131263501,4.210515602200999,nan
femgo,seed_12,46,-430.92001140594954,75,0.07985757361036652,4.481399745984543,nan
femgo,seed_12,47,-432.7017903519636,75,0.056100520996845565,4.256127059052467,nan
femgo,seed_12,48,-432.5866718654658,75,0.05763543415014965,4.30701214770869,nan
femgo,seed_12,49,-426.61804015704803,75,0.13721719026238663,4.2188960731810266,nan
femgo,seed_12,50,-428.69386345801666,75,0.10953954624947149,4.044271195355035,nan
femgo,seed_12,51,-430.6843283202709,75,0.08300001475274864,3.1944515235807796,nan
femgo,seed_12,52,-431.4832560567721,75,0.07234764493273209,3.26787194393647,nan
femgo,seed_12,53,-432.97489927238064,75,0.052459068724618495,4.367557922756989,nan
femgo,seed_12,54,-432.98622470041335,75,0.052308063017515755,4.202727975646374,nan
femgo,seed_12,55,-431.5767803941373,75,0.071100653767863,4.677436329327337,nan
femgo,seed_12,56,-430.97496651810366,75,0.07912483878164495,2.7084171674835744,nan
femgo,seed_12,57,-429.1860760435793,75,0.10297671177530295,3.0824421767629318,nan
femgo,seed_12,58,-429.90819394601965,75,0.09334847307609834,4.081677964806273,nan
femgo,seed_12,59,-433.27299663260493,75,0.0484844372549613,4.004162447787774,nan
femgo,seed_12,60,-429.1726562173949,75,0.10315564279109518,3.7318725226693807,nan
femgo,seed_12,61,-428.55003744274615,75,0.11145722645307841,4.014137070051648,nan
femgo,seed_12,62,-430.96828792668293,75,0.07921388666725458,4.507089221235205,nan
femgo,seed_12,63,-432.8974850556995,75,0.053491258280366764,4.254586088405496,nan
femgo,seed_12,64,-432.83639136231204,75,0.05430584085886646,4.045848960463799,nan
femgo,seed_12,65,-431.5249336452742,75,0.0717919437527045,2.8874188317181293,nan
femgo,seed_12,66,-432.56036216038717,75,0.05798623021786473,4.247712238511697,nan
femgo,seed_12,67,-431.64403125157565,75,0.07020397566868496,2.996316999563428,nan
femgo,seed_12,68,-430.7223231986341,75,0.08249341637457216,4.271343967726999,nan
femgo,seed_12,69,-433.213926860629,75,0.04927203421464052,4.371528627786359,nan
femgo,seed_12,70,-428.5506020766013,75,0.11144969800167624,5.366871922439495,nan
femgo,seed_12,71,-431.2777090932468,75,0.07508827111306952,4.243304870140387,nan
femgo,seed_12,72,-431.9444469565384,75,0.06619843293584836,4.047917859767779,nan
femgo,seed_12,73,-433.24115452268256,75,0.04890899872059284,4.379776039760273,nan
femgo,seed_12,74,-431.97761450667537,75,0.06575619893402215,4.259936887200052,nan
femgo,seed_12,75,-433.27203711041307,75,0.048497230884186136,4.252142463728841,nan
femgo,seed_12,76,-431.9005960527212,75,0.06678311165341104,4.906936286865459,nan
femgo,seed_12,77,-433.3012469349544,75,0.04810776655696827,3.9582849825476316,nan
femgo,seed_12,78,-432.96754683766204,75,0.05255710118753314,4.187857305811949,nan
femgo,seed_12,79,-432.2910452654787,75,0.06157712214997749,4.037612485015952,nan
femgo,seed_12,80,-430.967950989318,75,0.07921837916545352,4.489765093433514,nan
femgo,seed_12,81,-432.24651079555724,75,0.06217091508226379,4.290667368367288,nan
femgo,seed_12,82,-432.50330606412416,75,0.058746978168038214,3.158552063685912,nan
femgo,seed_12,83,-433.2075113678111,75,0.0493575741188791,4.073530679590922,nan
femgo,seed_12,84,-433.2685939791041,75,0.048543139301639254,3.8761921057415076,nan
femgo,seed_12,85,-432.88469301885004,75,0.053661818771693105,4.201350919704375,nan
femgo,seed_12,86,-431.4895162376115,75,0.07226417585487373,5.001057479490996,nan
femgo,seed_12,87,-433.0316065160488,75,0.05170297214237659,4.197028910527006,nan
femgo,seed_12,88,-433.12306692368384,75,0.05048350004057587,4.10456833038892,nan
femgo,seed_12,89,-430.18422837477124,75,0.08966801402607719,4.383297320926417,nan
femgo,seed_12,90,-432.29594457185,75,0.061511798065027205,3.316953391964649,nan
femgo,seed_12,91,-431.54839200943405,75,0.07147916556390631,3.9072140816498795,nan
femgo,seed_12,92,-433.1503121853982,75,0.05012022988438427,4.413400869395444,nan
femgo,seed_12,93,-432.0853441555557,75,0.06431980361561804,4.539871750002192,nan
femgo,seed_12,94,-433.3300219247504,75,0.04772410002635524,4.24418232096164,nan
femgo,seed_12,95,-433.87171320909425,75,0.04050154956843698,4.385815113657737,nan
femgo,seed_12,96,-432.44466237028496,75,0.059528894085894235,4.32014424866901,nan
femgo,seed_12,97,-433.0378662232798,75,0.05161950937929608,4.230530087570219,nan
femgo,seed_12,98,-432.78251129490553,75,0.05502424175761993,4.289150245593747,nan
femgo,seed_12,99,-433.21944542546726,75,0.04919845335013027,4.405330749440056,nan
femgo,seed_12,100,-433.26418027937245,75,0.048601988631394304,3.8695709220509915,nan
femgo,seed_13,10,-414.6787960057113,75,0.29640711228020944,0.7081132862488975,nan
femgo,seed_13,11,-408.9132393093353,75,0.3732812015652227,2.133816025159911,nan
femgo,seed_13,12,-417.0445909359733,75,0.2648631798767163,0.08540999221774292,nan
femgo,seed_13,13,-412.51043311891914,75,0.3253186174374385,0.008764357081840757,nan
femgo,seed_13,14,-415.81474096366924,75,0.2812611795074372,0.051292700479175224,nan
femgo,seed_13,15,-413.022630529675,75,0.3184893186273606,0.021035841228753682,nan
femgo,seed_13,16,-411.2833405704468,75,0.34167985141706975,2.48160990297583,nan
femgo,seed_13,17,-417.3715085772817,75,0.26050427799260434,0.005767631574608245,nan
femgo,seed_13,18,-418.1173791987099,75,0.2505593363735617,0.024882953627548332,nan
femgo,seed_13,19,-417.6766411890579,75,0.25643584316892204,0.036525590197795665,nan
femgo,seed_13,20,-420.51991588730414,75,0.21852551385897187,0.3217704092851825,nan
femgo,seed_13,21,-408.44885204710107,75,0.37947303172834607,0.21090759211320353,nan
femgo,seed_13,22,-414.09591130244337,75,0.3041789083237821,0.15598456724488763,nan
femgo,seed_13,23,-420.2862612880269,75,0.221640908516002,0.4797568197972417,nan
femgo,seed_13,24,-418.7955338428557,75,0.24151727445161744,0.38171927973291986,nan
femgo,seed_13,25,-410.75394169876574,75,0.3487385030394838,1.5594850418625708,nan
femgo,seed_13,26,-420.1524650087943,75,0.22342485890576957,1.7720553556795178,nan
femgo,seed_13,27,-418.3414826775538,75,0.24757128998897618,1.7245196523879986,nan
femgo,seed_13,28,-417.0606677576459,75,0.26464882225441516,2.5362866722773987,nan
femgo,seed_13,29,-416.0634356868664,75,0.2779452498648084,1.0424768784139875,nan
femgo,seed_13,30,-416.4575773991034,75,0.2726900270349817,0.46222901305133846,nan
femgo,seed_13,31,-417.9108781499468,75,0.25331268369040266,2.084310934543396,nan
femgo,seed_13,32,-418.5799026244509,75,0.24439235736368195,2.6252907329227586,nan
femgo,seed_13,33,-415.3628655787239,75,0.28728618464004135,3.6222884372675885,nan
femgo,seed_13,34,-419.0494548233202,75,0.23813166137875744,1.478317995009352,nan
femgo,seed_13,35,-418.44824031868757,75,0.24614785477385945,4.34654219571194,nan
femgo,seed_13,36,-420.3867949738044,75,0.2203004593723017,2.001771393965024,nan
femgo,seed_13,37,-420.06299895307643,75,0.22461773964867462,2.182444087594348,nan
femgo,seed_13,38,-415.9093199222816,75,0.2800001267259389,2.119570689047663,nan
femgo,seed_13,39,-421.219672891947,75,0.20919542046373332,1.4701351813186658,nan
femgo,seed_13,40,-421.9815580440943,75,0.19903695176843636,1.5718424061220837,nan
femgo,seed_13,41,-425.89575060456144,75,0.14684771762887447,2.661740840001684,nan
femgo,seed_13,42,-424.28199609901134,75,0.16836444436954254,2.373118812723522,nan
femgo,seed_13,43,-422.6071636581592,75,0.19069554358090424,2.9649307658968915,nan
femgo,seed_13,44,-427.34393848217354,75,0.1275385459273798,2.63924165994929,nan
femgo,seed_13,45,-423.99710014561447,75,0.1721630570815008,1.7896937874667387,nan
femgo,seed_13,46,-430.10568871557643,75,0.0907152094820079,3.1055378506300872,nan
femgo,seed_13,47,-425.19443330860247,75,0.15619861490832743,3.57276684135239,nan
femgo,seed_13,48,-430.47524701008183,75,0.08578776555526929,3.334226145590078,nan
femgo,seed_13,49,-430.2185792852929,75,0.0892100018857885,3.137151568996366,nan
femgo,seed_13,50,-428.7245725627659,75,0.10913009151948169,2.7945839860248167,nan
femgo,seed_13,51,-430.96596339355597,75,0.0792448804422808,3.130737509877825,nan
femgo,seed_13,52,-428.0024539204995,75,0.118758340083034,2.82283105302508,nan
femgo,seed_13,53,-427.27543177413565,75,0.1284519687012183,2.4376682335296618,nan
femgo,seed_13,54,-430.50789474369066,75,0.08535246244048494,3.0971626264255363,nan
femgo,seed_13,55,-431.4062516392411,75,0.07337437049981266,2.4858611152585777,nan
femgo,seed_13,56,-429.76862152013575,75,0.09520943875455032,3.2606062966459692,nan
femgo,seed_13,57,-428.116001712241,75,0.11724436952648072,2.8166198222351113,nan
femgo,seed_13,58,-429.79273130013655,75,0.09488797502120633,2.551740442590429,nan
femgo,seed_13,59,-428.42314092950915,75,0.11314917996290509,3.5422312726727707,nan
femgo,seed_13,60,-429.58345319421164,75,0.09767834976687179,2.5292836864502117,nan
femgo,seed_13,61,-431.13112623171384,75,0.07704270926684255,2.9586120238181373,nan
femgo,seed_13,62,-428.95497210852295,75,0.10605809757605433,2.716712356705088,nan
femgo,seed_13,63,-430.9120462761873,75,0.07996377534052954,2.749069111657837,nan
femgo,seed_13,64,-430.5204176736696,75,0.08518549004076552,3.141755544092124,nan
femgo,seed_13,65,-429.93268928897186,75,0.09302186850340224,2.60672455278527,nan
femgo,seed_13,66,-430.76192879933996,75,0.08196534169849429,4.15018383490048,nan
