system,seed,E_total,rel_energy,Fe_n,Fe_contact,Fe_contact_frac,Fe_roughness,Fe_height_mean,Fe_spread,fe_coverage,B_n,B_contact,B_contact_frac,B_roughness,B_height_mean,B_spread
febmgo,seed_1,-452.91885469795943,2.4935034617607243,25,5,0.2,0.8441105858717325,3.268251318065047,2.758537814609671,0.08205128205128205,3,0,0.0,0.9897811430159575,3.6446703443833535,2.314909397832235
febmgo,seed_1,-454.41848281941526,0.9938753403048963,25,14,0.56,0.8014178553860247,2.8970811521742097,2.3875780148727497,0.07142857142857142,3,0,0.0,0.8866531244171443,3.5463326901405083,1.9582233369757098
febmgo,seed_1,-453.9005842631938,1.5117738965263356,25,8,0.32,0.8070886723384281,3.0077561127370247,2.406094148571537,0.08205128205128205,3,0,0.0,0.9586981390169323,3.536551147019617,2.1805564792128127
febmgo,seed_2,-452.640836139897,2.7715220198231805,25,3,0.12,1.3348943219425256,4.222554504452209,4.490539635451464,0.2727272727272727,3,0,0.0,0.5439023636890074,4.415398716276823,1.1971581227438612
febmgo,seed_2,-453.0570087205385,2.35534943918168,25,5,0.2,1.3797362589994868,4.236253213350637,4.510122641067678,0.22727272727272727,3,0,0.0,0.25144755076269476,4.731082146202991,0.6051276873327094
febmgo,seed_2,-453.1028076131266,2.3095505465935844,25,6,0.24,1.484411928350727,4.084560297865793,4.76810773363046,0.23333333333333334,3,0,0.0,0.8755017240428672,4.379444836630106,2.0696530655595353
febmgo,seed_2,-452.552952299574,2.8594058601461825,25,6,0.24,1.4594315244328964,4.196630787444098,4.872177325394613,0.225,3,0,0.0,0.8573571621593381,4.230079900216541,2.0890525144448855
febmgo,seed_2,-452.98667485926705,2.4256833004531018,25,4,0.16,1.1284896576449908,3.7289995805360467,3.7360466957176577,0.25,3,0,0.0,0.18415613330084055,3.320759061078848,0.4438255301548022
febmgo,seed_2,-452.55195816916313,2.8603999905570276,25,4,0.16,1.0781679367479362,3.736987198036624,3.6900232072953347,0.22916666666666666,3,0,0.0,0.31476665156662076,3.43943246800276,0.7656985902981273
febmgo,seed_2,-452.5804907882317,2.8318673714884426,25,5,0.2,1.4782902472240613,4.175905100752927,5.133365898459539,0.23333333333333334,3,0,0.0,1.0498170800204016,4.295664653303281,2.5666318034869082
febmgo,seed_2,-453.80343847963445,1.6089196800857053,25,6,0.24,1.450095437892961,4.081995331216067,4.801036371094066,0.26666666666666666,3,0,0.0,0.7704420943919105,4.0222944205975155,1.791123007930949
febmgo,seed_2,-453.43949374234086,1.9728644173792986,25,5,0.2,1.1371100229501192,3.7569922052019358,3.659236695557828,0.22916666666666666,3,0,0.0,0.22547555116242263,3.2642542273471378,0.5476792129940069
febmgo,seed_2,-453.89214470091224,1.5202134588079161,25,7,0.28,1.3789678584271212,3.9482223566613484,4.699877048384803,0.18333333333333332,3,0,0.0,0.5428045545415711,3.4644856310696297,1.2085512347650376
