system,seed,E_total,rel_energy,Fe_n,Fe_contact,Fe_contact_frac,Fe_roughness,Fe_height_mean,Fe_spread,fe_coverage,B_n,B_contact,B_contact_frac,B_roughness,B_height_mean,B_spread
febmgo,seed_2,-452.7296299299003,2.6827282298198725,25,2,0.08,1.3390584673163883,4.182812934256476,4.448762192785136,0.16666666666666666,3,0,0.0,0.6023459535187229,3.3977486498490492,1.406636641204381
febmgo,seed_2,-454.1813287393502,1.231029420369964,25,6,0.24,1.406170588944331,3.9211627127635413,4.541291065247481,0.21666666666666667,3,0,0.0,0.44450348900743025,3.637743850820645,1.0629710180514245
febmgo,seed_2,-452.4955136253304,2.9168445343897815,25,6,0.24,1.37056352676646,3.912957977428836,4.770209463960805,0.2,3,0,0.0,0.8877095626380844,3.8869051122383564,1.9588171460391681
febmgo,seed_2,-453.1958032017371,2.216554957983078,25,8,0.32,1.440254301414575,3.7882050547000152,4.705916072879443,0.23636363636363636,3,0,0.0,0.7918247328827759,4.080151120536021,1.9339131558261577
febmgo,seed_2,-454.4934180808437,0.9189400788764601,25,7,0.28,1.4024619390755264,3.8062135162261024,4.562892808579422,0.23333333333333334,3,0,0.0,0.49824028869368153,3.5839231632761357,1.1783808587244202
febmgo,seed_2,-453.51667696716646,1.8956811925536954,25,7,0.28,1.288595890426329,3.7406288601029565,4.352139014915279,0.2727272727272727,3,0,0.0,0.4934876220147505,3.5918316839829707,1.1714303882650334
febmgo,seed_2,-452.7330532695922,2.6793048901279803,25,5,0.2,1.1474034090957652,3.8261871356524244,3.920799360581734,0.18461538461538463,3,0,0.0,0.2970948439177553,3.0910393664619886,0.6442434605372185
febmgo,seed_2,-454.18925967338936,1.223098486330798,25,5,0.2,1.3201671736053002,3.802373792011141,4.37555230279864,0.23636363636363636,3,0,0.0,0.8502981390391849,4.2895800781716575,1.857564193480231
febmgo,seed_2,-454.0327411054827,1.3796170542374284,25,6,0.24,1.268473029955563,3.651857042352783,4.333336685864678,0.23636363636363636,3,0,0.0,0.1903430889816805,3.3312304579258094,0.46618804851215145
febmgo,seed_4,-453.42152559486937,1.9908325648507912,25,8,0.32,0.956022664016198,3.4260815266052678,3.4137829981346943,0.1388888888888889,3,0,0.0,0.5691081989451474,3.956531975258368,1.316701922698428
febmgo,seed_4,-453.7220212065453,1.6903369531748353,25,8,0.32,0.9673110863349129,3.401172656539502,3.123389405943339,0.12121212121212122,3,0,0.0,0.3443091373565428,3.6910635436435704,0.7508899667704831
febmgo,seed_4,-455.41235815972016,0.0,25,9,0.36,1.031414455008278,3.3065851859942406,3.767210467011699,0.14545454545454545,3,0,0.0,0.021280322752750217,4.099478552956401,0.04838599990047676
febmgo,seed_4,-454.8884081650475,0.5239499946726482,25,9,0.36,1.0648283060597414,3.392546686119524,3.930937555327521,0.125,3,0,0.0,0.6845748749475473,4.71523057473777,1.4594938393845798
febmgo,seed_4,-453.51224138611803,1.9001167736021216,25,9,0.36,1.0795897079302599,3.4261052842898794,4.257465358625955,0.13636363636363635,3,0,0.0,0.6005460468950824,3.9297687610263243,1.3860321136034575
febmgo,seed_4,-453.12477024536565,2.2875879143545035,25,7,0.28,1.0484269865026752,3.29965388245614,4.198551241965772,0.10606060606060606,3,0,0.0,0.3436494490832156,3.9577251363880444,0.7617896107285524
febmgo,seed_4,-452.74884062045334,2.6635175392668202,25,7,0.28,1.1319794812625372,3.6317156650899967,4.369567059078612,0.07738095238095238,3,0,0.0,0.5000636586363117,4.654094323447078,1.1230079696580972
febmgo,seed_4,-452.54682658346,2.865531576260139,25,8,0.32,0.9214485968851105,3.360767338188613,3.118005632750865,0.1487603305785124,3,0,0.0,0.5834966463143172,4.0799930677849465,1.4138126461444038
febmgo,seed_4,-454.68768055268407,0.7246776070360852,25,9,0.36,1.0640918209625936,3.4384420801163844,3.696249534064121,0.1,3,0,0.0,0.030016353448218933,4.137138227444561,0.07230284538922227
febmgo,seed_4,-452.8040604032234,2.6082977564967678,25,6,0.24,1.25373166632211,3.8458393956784467,4.420745072971604,0.11538461538461539,3,0,0.0,0.2815453118676331,4.388613796963628,0.6471417724840567
febmgo,seed_5,-452.9800882172244,2.4322699424957364,25,9,0.36,1.3274767040649766,3.614516039013401,4.197757897261697,0.2545454545454545,3,0,0.0,0.021813749890121796,2.8637903558809987,0.05173163107265033
